Id,Day,Time,DayOfWeek,PdDistrict,X,Y
0,0.429906542056,1.0,0.0,BAYVIEW,0.764270312816,0.258744752235
1,0.429906542056,0.98973042362,0.0,BAYVIEW,0.820148744939,0.232731969055
2,0.429906542056,0.988446726573,0.0,NORTHERN,0.581254035957,0.826573564674
3,0.429906542056,0.982028241335,0.0,INGLESIDE,0.502322494104,0.123258484984
4,0.429906542056,0.982028241335,0.0,INGLESIDE,0.502322494104,0.123258484984
5,0.429906542056,0.975609756098,0.0,TARAVAL,0.352457880544,0.0414025855233
6,0.420560747664,0.962772785623,0.0,INGLESIDE,0.58392504275,0.301455019964
7,0.429906542056,0.962772785623,0.0,INGLESIDE,0.673751936567,0.305425053339
8,0.429906542056,0.937098844673,0.0,MISSION,0.631846576816,0.557889772046
9,0.429906542056,0.937098844673,0.0,CENTRAL,0.664865209426,0.892871681647
10,0.429906542056,0.924261874198,0.0,INGLESIDE,0.701772911072,0.375331018234
11,0.38785046729,0.924261874198,0.0,MISSION,0.684548208381,0.516988742847
12,0.429906542056,0.924261874198,0.0,MISSION,0.684548208381,0.516988742847
13,0.429906542056,0.924261874198,0.0,CENTRAL,0.746651368137,0.897610589246
14,1.0,0.924261874198,0.0,CENTRAL,0.617660793916,0.979308343001
15,0.429906542056,0.911424903723,0.0,TENDERLOIN,0.653962235913,0.721691173622
16,0.0,0.893453145058,0.0,TARAVAL,0.375635013677,0.146003652053
17,0.429906542056,0.847240051348,0.0,INGLESIDE,0.759346791605,0.0812264954454
18,0.429906542056,0.847240051348,0.0,NORTHERN,0.528135297753,0.781832932572
19,0.429906542056,0.847240051348,0.0,NORTHERN,0.607946089313,0.88232131671
20,0.429906542056,0.847240051348,0.0,NORTHERN,0.607946089313,0.88232131671
21,0.429906542056,0.847240051348,0.0,MISSION,0.654265712171,0.575493316258
22,0.429906542056,0.839537869063,0.0,CENTRAL,0.714155850995,0.951896586218
23,0.429906542056,0.83568677792,0.0,INGLESIDE,0.706521136636,0.0
24,0.429906542056,0.81514762516,0.0,NORTHERN,0.544615167161,0.626333882539
25,0.429906542056,0.808729139923,0.0,RICHMOND,0.277052344805,0.741180347098
26,0.429906542056,0.808729139923,0.0,NORTHERN,0.545591418412,0.682394449165
27,0.429906542056,0.790757381258,0.0,SOUTHERN,0.737822841923,0.659768288726
28,0.429906542056,0.770218228498,0.0,INGLESIDE,0.410293665245,0.262219785577
29,0.429906542056,0.770218228498,0.0,TARAVAL,0.261642956718,0.440927313969
30,0.429906542056,0.770218228498,0.0,TARAVAL,0.013165188086,0.407517642882
31,0.429906542056,0.770218228498,0.0,INGLESIDE,0.544548651817,0.369831978135
32,0.429906542056,0.770218228498,0.0,TARAVAL,0.0117240222937,0.518891855556
33,0.429906542056,0.770218228498,0.0,NORTHERN,0.511640185245,0.902356152474
34,0.429906542056,0.770218228498,0.0,BAYVIEW,0.8333949986,0.523590730039
35,0.429906542056,0.770218228498,0.0,RICHMOND,0.290108752588,0.638740770778
36,0.429906542056,0.740693196406,0.0,SOUTHERN,0.685619382571,0.697432695194
37,0.429906542056,0.731707317073,0.0,PARK,0.385602615162,0.367075454773
38,0.429906542056,0.731707317073,0.0,TARAVAL,0.265222313681,0.386271979223
39,0.429906542056,0.731707317073,0.0,TARAVAL,0.16478067951,0.518939339003
40,0.429906542056,0.731707317073,0.0,RICHMOND,0.205923884274,0.679569680766
41,0.429906542056,0.731707317073,0.0,TARAVAL,0.16478067951,0.518939339003
42,0.429906542056,0.708600770218,0.0,MISSION,0.716106274891,0.471679203422
43,0.429906542056,0.693196405648,0.0,BAYVIEW,0.77304964539,0.0188822197935
44,0.429906542056,0.693196405648,0.0,INGLESIDE,0.588781355749,0.203681934019
45,0.429906542056,0.693196405648,0.0,NORTHERN,0.613477948778,0.883881614827
46,0.429906542056,0.693196405648,0.0,NORTHERN,0.580773185448,0.66079554045
47,0.429906542056,0.693196405648,0.0,SOUTHERN,0.690093232341,0.727416107776
48,0.429906542056,0.693196405648,0.0,NORTHERN,0.624642826459,0.763793792304
49,0.429906542056,0.693196405648,0.0,INGLESIDE,0.558356821564,0.215949153374
50,0.429906542056,0.688061617458,0.0,SOUTHERN,0.722481354918,0.690402164927
51,0.429906542056,0.685494223363,0.0,RICHMOND,0.0659097774785,0.651820672306
52,0.429906542056,0.679075738126,0.0,INGLESIDE,0.681737935087,0.298059754838
53,0.429906542056,0.676508344031,0.0,NORTHERN,0.560828282324,0.581112853054
54,0.429906542056,0.676508344031,0.0,NORTHERN,0.560828282324,0.581112853054
55,0.429906542056,0.676508344031,0.0,NORTHERN,0.560828282324,0.581112853054
56,0.429906542056,0.673940949936,0.0,SOUTHERN,0.670225930453,0.67999295894
57,0.429906542056,0.661103979461,0.0,MISSION,0.645631189045,0.470303971543
58,0.429906542056,0.661103979461,0.0,MISSION,0.645631189045,0.470303971543
59,0.429906542056,0.654685494223,0.0,TARAVAL,0.293917448915,0.377991680662
60,0.429906542056,0.654685494223,0.0,BAYVIEW,0.741235910526,0.166901434894
61,0.429906542056,0.654685494223,0.0,NORTHERN,0.580168311536,0.830753598063
62,0.429906542056,0.641848523748,0.0,INGLESIDE,0.463016775724,0.158772825084
63,0.429906542056,0.641848523748,0.0,NORTHERN,0.621104348718,0.705998689139
64,0.429906542056,0.636713735558,0.0,SOUTHERN,0.71623168403,0.755552036792
65,0.429906542056,0.616174582798,0.0,SOUTHERN,0.737822841923,0.659768288726
66,0.429906542056,0.616174582798,0.0,SOUTHERN,0.737822841923,0.659768288726
67,0.429906542056,0.616174582798,0.0,INGLESIDE,0.410330387258,0.0120211597365
68,0.429906542056,0.616174582798,0.0,NORTHERN,0.573094820395,0.628600770106
69,0.429906542056,0.616174582798,0.0,SOUTHERN,0.708523525646,0.746873989859
70,0.429906542056,0.616174582798,0.0,SOUTHERN,0.737822841923,0.659768288726
71,0.429906542056,0.613607188703,0.0,RICHMOND,0.152060312788,0.704703126139
72,0.429906542056,0.613607188703,0.0,RICHMOND,0.152060312788,0.704703126139
73,0.429906542056,0.613607188703,0.0,RICHMOND,0.152060312788,0.704703126139
74,0.429906542056,0.605905006418,0.0,TENDERLOIN,0.705703552197,0.768927468141
75,0.429906542056,0.596919127086,0.0,RICHMOND,0.295660012361,0.666857130255
76,0.429906542056,0.577663671374,0.0,BAYVIEW,0.800609862563,0.514244934718
77,0.429906542056,0.577663671374,0.0,PARK,0.474609845934,0.623078882323
78,0.429906542056,0.577663671374,0.0,PARK,0.474609845934,0.623078882323
79,0.429906542056,0.577663671374,0.0,PARK,0.459025855069,0.734248359884
80,0.429906542056,0.577663671374,0.0,BAYVIEW,0.795621904611,0.571592620635
81,0.429906542056,0.576379974326,0.0,MISSION,0.625113976814,0.556749175944
82,0.429906542056,0.558408215661,0.0,TARAVAL,0.312971323572,0.547924009796
83,0.429906542056,0.558408215661,0.0,TARAVAL,0.0653159894574,0.336460850097
84,0.429906542056,0.551989730424,0.0,RICHMOND,0.0,0.619770835746
85,0.429906542056,0.539152759949,0.0,RICHMOND,0.334581188906,0.715368325521
86,0.429906542056,0.539152759949,0.0,RICHMOND,0.334581188906,0.715368325521
87,0.429906542056,0.539152759949,0.0,BAYVIEW,0.784433469413,0.0766677865342
88,0.429906542056,0.528883183569,0.0,CENTRAL,0.708044753741,0.900587443748
89,0.429906542056,0.507060333761,0.0,NORTHERN,0.62133438095,0.696824350783
90,0.429906542056,0.500641848524,0.0,SOUTHERN,0.708523525646,0.746873989859
91,0.429906542056,0.500641848524,0.0,SOUTHERN,0.708523525646,0.746873989859
92,0.429906542056,0.500641848524,0.0,INGLESIDE,0.483159146276,0.179704780113
93,0.429906542056,0.500641848524,0.0,MISSION,0.72609881963,0.398403701881
94,0.429906542056,0.500641848524,0.0,MISSION,0.72609881963,0.398403701881
95,0.429906542056,0.500641848524,0.0,RICHMOND,0.266893511705,0.655839679195
96,0.429906542056,0.500641848524,0.0,NORTHERN,0.533358830882,0.748503029702
97,0.429906542056,0.499358151476,0.0,BAYVIEW,0.854298138402,0.186897032245
98,0.429906542056,0.498074454429,0.0,TARAVAL,0.223082764489,0.542259969686
99,0.429906542056,0.483953786906,0.0,SOUTHERN,0.737822841923,0.659768288726
100,0.429906542056,0.481386392811,0.0,SOUTHERN,0.74585179827,0.716074020932
101,0.429906542056,0.477535301669,0.0,SOUTHERN,0.749369489966,0.790028595366
102,0.429906542056,0.477535301669,0.0,SOUTHERN,0.749369489966,0.790028595366
103,0.429906542056,0.474967907574,0.0,NORTHERN,0.539451220695,0.747477566058
104,0.429906542056,0.474967907574,0.0,PARK,0.498191614078,0.664776500979
105,0.429906542056,0.474967907574,0.0,SOUTHERN,0.632408492901,0.636243518957
