Id,Day,Time,DayOfWeek,PdDistrict,X,Y,Category
1,0.387841136011,0.625173852573,0.0,NORTHERN,0.0451385576414,0.00145727078137,LARCENY/THEFT
2,0.844464166852,0.941585535466,0.5,NORTHERN,0.0456131206236,0.00144237886294,OTHER OFFENSES
3,0.191258043044,0.646036161335,0.5,NORTHERN,0.0478112768898,0.00143393686457,SUSPICIOUS OCC
4,0.745063234968,0.851182197497,0.333333333333,INGLESIDE,0.0449651901895,4.63836607608e-05,VANDALISM
5,0.600177501664,0.173157162726,0.0,NORTHERN,0.0417582151267,0.0013035418859,ROBBERY
6,0.423785222986,0.5,0.5,SOUTHERN,0.0524292772782,0.00145552826264,NON-CRIMINAL
7,0.387841136011,0.625173852573,0.0,NORTHERN,0.0451385576414,0.00145727078137,LARCENY/THEFT
8,0.0561349012647,0.775382475661,0.5,SOUTHERN,0.0522540723597,0.0014474631853,LARCENY/THEFT
9,0.667184379854,0.333101529903,0.166666666667,BAYVIEW,0.0641847923223,0.000470971143232,VANDALISM
10,0.860439316619,0.257997218359,0.666666666667,TENDERLOIN,0.0510881750039,0.00144066636786,OTHER OFFENSES
11,0.630574661637,0.729485396384,0.5,SOUTHERN,0.0547452300486,0.00129162269065,LARCENY/THEFT
12,0.941202573774,0.583449235049,0.666666666667,NORTHERN,0.0401132852755,0.0013047036288,VEHICLE THEFT
13,0.527401819392,0.972878998609,0.0,SOUTHERN,0.0523149074009,0.00137474037489,ASSAULT
14,0.219436432217,0.280945757997,0.833333333333,TARAVAL,0.0192441347944,0.000490418623674,LARCENY/THEFT
15,0.423785222986,0.5,0.5,SOUTHERN,0.0524292772782,0.00145552826264,NON-CRIMINAL
16,0.305746616375,0.643949930459,0.166666666667,NORTHERN,0.039463368391,0.00181911554202,OTHER OFFENSES
17,0.441979143554,0.124478442281,0.166666666667,RICHMOND,0.01408984248,0.00137805100748,WARRANTS
18,0.470157532727,0.00556328233658,0.166666666667,TENDERLOIN,0.0484529003441,0.00146428636982,DRUG/NARCOTIC
19,0.508542267584,0.639082058414,0.0,TARAVAL,0.0110081131101,0.000873896280043,VANDALISM
20,0.0448191701797,0.5,0.0,INGLESIDE,0.0425494182904,0.00035977771885,MISSING PERSON
21,0.328821832705,0.833796940195,0.0,SOUTHERN,0.0547452300486,0.00129162269065,NON-CRIMINAL
22,0.755491457732,0.969401947149,0.0,NORTHERN,0.0466662372623,0.00156409643493,ASSAULT
23,0.143332593743,0.138386648122,0.666666666667,INGLESIDE,0.0481434113838,0.000543814239451,VANDALISM
24,0.446416685156,0.750347705146,1.0,RICHMOND,0.0234225337263,0.0011368775809,BURGLARY
25,0.0661193698691,0.0201668984701,1.0,MISSION,0.0400105361325,0.001076926293,ASSAULT
26,0.0286221433326,0.896383866481,0.666666666667,NORTHERN,0.0444631148703,0.00142653651453,ROBBERY
27,0.143332593743,0.138386648122,0.666666666667,INGLESIDE,0.0481434113838,0.000543814239451,VANDALISM
28,0.324384291103,0.13769123783,0.166666666667,SOUTHERN,0.0518435724005,0.00140594239863,WARRANTS
29,0.606390059907,0.875521557719,1.0,SOUTHERN,0.0547452300486,0.00129162269065,NON-CRIMINAL
30,0.480363878411,0.187065368567,0.833333333333,NORTHERN,0.039801263591,0.00182946968314,LARCENY/THEFT
31,0.418016418904,0.750347705146,0.666666666667,PARK,0.0347720679857,0.00118706162299,FRAUD
32,0.968493454626,0.625173852573,0.166666666667,SOUTHERN,0.0535396036863,0.00148905090367,LARCENY/THEFT
33,0.105391613046,0.374826147427,0.333333333333,MISSION,0.0505253143049,0.000855759130847,VANDALISM
34,0.897049034835,0.896383866481,0.666666666667,SOUTHERN,0.0488590301127,0.00129714704106,LARCENY/THEFT
35,0.520967384069,0.461752433936,0.0,RICHMOND,0.0158849479756,0.00140159355992,OTHER OFFENSES
36,0.371644109164,0.557719054242,0.666666666667,PARK,0.0313343667179,0.00116996784321,DRUG/NARCOTIC
37,0.589527401819,0.614742698192,0.166666666667,PARK,0.0294550853898,0.00115263999376,SUSPICIOUS OCC
38,0.550920789882,0.79207232267,0.166666666667,NORTHERN,0.0421469634549,0.00146949977472,VEHICLE THEFT
39,0.203239405369,0.0166898470097,0.166666666667,SOUTHERN,0.0591045449437,0.00150103530951,OTHER OFFENSES
40,0.514754825826,0.652990264256,1.0,NORTHERN,0.0423444662783,0.00182398683038,VANDALISM
41,0.0286221433326,0.896383866481,0.666666666667,NORTHERN,0.0444631148703,0.00142653651453,ROBBERY
42,0.956733969381,0.750347705146,0.666666666667,CENTRAL,0.0541132408783,0.00170650507816,LARCENY/THEFT
43,0.265143110717,0.8859527121,0.166666666667,BAYVIEW,0.0533333604815,0.000351575718396,NON-CRIMINAL
44,0.538939427557,0.913769123783,0.666666666667,NORTHERN,0.0472648044059,0.00153151638333,PROSTITUTION
45,0.259596183714,0.353963838665,0.5,TARAVAL,0.0209079855849,0.00101559869833,SUSPICIOUS OCC
46,0.508542267584,0.639082058414,0.0,TARAVAL,0.0110081131101,0.000873896280043,VANDALISM
47,0.576658531174,0.0938803894298,0.166666666667,BAYVIEW,0.0570143025913,0.000853495309878,ROBBERY
48,0.946749500777,0.5,0.333333333333,TARAVAL,0.0262630583657,0.000323038914533,NON-CRIMINAL
49,0.492123363657,0.301808066759,0.833333333333,SOUTHERN,0.0547452300486,0.00129162269065,MISSING PERSON
50,0.299534058132,0.729485396384,0.333333333333,NORTHERN,0.0406389000309,0.0017138807591,LARCENY/THEFT
51,0.789660528067,0.802503477051,0.0,CENTRAL,0.0527547075024,0.00152084842821,STOLEN PROPERTY
52,0.252939871311,0.360917941586,0.666666666667,TENDERLOIN,0.0524559950351,0.00149299279771,LARCENY/THEFT
53,0.7736853783,0.79207232267,0.833333333333,MISSION,0.0391257711586,0.000998213287619,OTHER OFFENSES
54,0.371644109164,0.557719054242,0.666666666667,PARK,0.0313343667179,0.00116996784321,DRUG/NARCOTIC
55,0.452407366319,0.917246175243,0.833333333333,SOUTHERN,0.0547452300486,0.00129162269065,VANDALISM
56,0.576658531174,0.0938803894298,0.166666666667,BAYVIEW,0.0570143025913,0.000853495309878,ROBBERY
57,0.0996228089638,0.618219749652,0.666666666667,BAYVIEW,0.0699874620222,0.000386917753972,OTHER OFFENSES
58,0.383403594409,0.773991655076,0.166666666667,TARAVAL,0.0278386114394,0.000133557214148,WARRANTS
59,0.1371200355,0.333101529903,0.833333333333,INGLESIDE,0.0472819375399,0.00053077403402,MISSING PERSON
60,0.143332593743,0.138386648122,0.666666666667,INGLESIDE,0.0481434113838,0.000543814239451,VANDALISM
61,0.0286221433326,0.896383866481,0.666666666667,NORTHERN,0.0444631148703,0.00142653651453,ROBBERY
62,0.946749500777,0.5,0.333333333333,TARAVAL,0.0262630583657,0.000323038914533,NON-CRIMINAL
63,0.265143110717,0.8859527121,0.166666666667,BAYVIEW,0.0533333604815,0.000351575718396,NON-CRIMINAL
64,0.411581983581,0.86578581363,0.833333333333,BAYVIEW,0.0627706879986,0.000222480553131,OTHER OFFENSES
65,0.225427113379,0.0973574408901,0.5,TENDERLOIN,0.0484529003441,0.00146428636982,DRUG/NARCOTIC
66,0.988462391835,0.173852573018,0.0,MISSION,0.0418466618273,0.00111436080442,FRAUD
67,0.800976259152,0.493045897079,0.5,TENDERLOIN,0.0489536844705,0.00144733964853,ASSAULT
68,0.347015753273,0.97635605007,1.0,NORTHERN,0.0473608989403,0.00151376877657,PROSTITUTION
69,0.0448191701797,0.5,0.0,INGLESIDE,0.0425494182904,0.00035977771885,MISSING PERSON
70,0.0286221433326,0.896383866481,0.666666666667,NORTHERN,0.0444631148703,0.00142653651453,ROBBERY
71,0.441979143554,0.124478442281,0.166666666667,RICHMOND,0.01408984248,0.00137805100748,WARRANTS
72,0.168404703794,0.353963838665,0.166666666667,INGLESIDE,0.0360659920648,0.000164071753817,FRAUD
73,0.785444863546,0.374826147427,0.5,BAYVIEW,0.0576328832219,0.000503523657227,ASSAULT
